star_id,orbital_period,transit_duration,transit_depth,planet_radius,star_radius,star_temp,star_logg,label
TIC 102183048,19.44212,,,22.0,0.35,3864.0,4.91,0
TIC 102183048,19.441899,,11.8,4.15,0.11,2601.0,,0
TIC 240720908,0.80032756,,10.4,21.3,0.61,4028.0,,1
TIC 206242530,8.3958,,0.034,3.95,1.996,,,1
TIC 188509852,12.25823207,,0.076,,0.758844,5038.0,4.60153,1
TIC 188509852,12.2631,,,1.87,0.717,5106.0,4.603,1
TIC 188509852,12.26422,,0.0726,2.22,0.7596,,,1
TIC 188509852,12.263354,,0.0681,2.16,0.76,4980.0,,1
TIC 206244160,10.3631,,0.062,1.64,0.613,,,1
TIC 75266189,4.50717,,0.0267,1.44,0.823,,,1
TIC 75266189,4.50756,,,1.7,,,,1
TIC 75266189,0.911724,,,1.4,1.1,5724.0,4.5,1
TIC 75266189,0.9116567,,0.0174,1.35,0.94,5648.0,,1
TIC 75266189,0.911618,,0.0179,1.16,0.823,,,1
TIC 75266189,14.641541,,0.0825,2.94,0.94,5648.0,,1
TIC 75266189,14.637,,,4.0,1.5,6438.0,4.2,1
TIC 75266189,14.6435,,0.0872,2.52,0.823,,,1
TIC 75266189,14.647531,,,2.6,1.1,5724.0,4.5,1
TIC 425075818,9.38053,,0.0385,2.89,1.412,,,1
TIC 425075818,9.3826,,,2.39,1.38,6377.0,4.223,1
TIC 425075818,9.3813402,,0.0358,2.86,1.39,6305.0,,1
TIC 102179635,5.6505,,0.0164,1.33,1.012,,,1
TIC 12654380,4.2304959,,0.123,2.56,0.67,4335.0,,1
TIC 12654380,4.23119,,0.158,2.17,0.516,,,1
TIC 402314082,9.9487,,0.01525,1.48,1.136,,,1
TIC 145752628,2.87814,,,1.01,,,,1
TIC 145752628,4.1107634,,0.263,1.01,0.18,2989.0,,1
TIC 206244337,1.131316,,,4.6,1.32,6292.0,4.27,1
TIC 206244337,1.131305,,0.1366,3.93,1.122,,,1
TIC 12785571,5.29853,,0.197,3.32,0.668,,,1
TIC 12785571,5.29711,,,1.62,,,,1
TIC 12785571,5.2986,,,1.7,0.5,4114.0,4.8,1
TIC 12785571,0.35490972,,0.0553,1.45,0.57,3893.0,,1
TIC 12785571,0.354884,,,1.2,0.5,4114.0,4.8,1
TIC 188570992,4.1029,,0.0124,2.28,1.98,,,1
TIC 434095095,14.454495,,0.0843,2.21,0.7,4521.0,,1
TIC 188506937,28.564994,,0.0914,2.25,0.68,4418.0,,1
TIC 188500604,5.87672094142,,1.01673987,8.02139241,0.807445,4111.0,4.43205,1
TIC 188500604,5.8797,,,,0.807445,4111.0,4.43205,1
TIC 188500604,5.879829,,0.9542,6.97,0.701,,,1
TIC 188500604,5.87913354,,0.841,,0.807445,4111.0,4.43205,1
TIC 188500604,5.8796123,,0.922,6.5,0.62,4089.0,,1
TIC 188500604,5.87975,,,3.76,0.393,4056.0,4.883,1
TIC 12651095,25.2768,,,25.0,0.52,4215.0,4.758,0
TIC 50230592,3.292013,,0.658,5.76,0.674,,,1
TIC 50230592,3.291897,,,3.39,0.395,3850.0,4.882,1
TIC 50230592,3.2920598,,0.642,4.54,0.52,3764.0,,1
TIC 50085270,7.445026,,,2.2805044,0.825169,5277.0,4.65,1
TIC 50085270,7.4448754,,0.061,2.11,0.78,5132.0,,1
TIC 50089360,13.8543,,0.0269,3.18,1.848,,,1
TIC 250958785,54.976021,,6.46,39.1,1.41,6333.0,,1
TIC 50068386,2.59824,,0.87,7.7,0.788,,,1
TIC 38207353,2.573088,,,34.0,2.5,5165.0,3.68,1
TIC 38207353,2.5730187,,5.2,17.2,0.69,4488.0,,1
TIC 38136597,37.827,,0.0556,1.42,0.577,,,1
TIC 38211474,0.35840528,,0.0286,1.92,1.04,5862.0,,1
TIC 38211474,0.358378,,,1.65,0.89,5928.0,4.247,1
TIC 38211474,0.3584061,,0.0341,2.66,1.03,,,1
TIC 36576160,0.80858305,,1.022,,2.31125,6151.8,,1
TIC 39951505,4.00932,,0.0227,1.08,0.68,,,1
TIC 38258419,20.6714,,0.0455,1.47,0.655,,,1
TIC 39999794,,,0.2243,7.72,1.763,,,1
TIC 39999794,,,0.1821,31.1,1.763,,,1
TIC 36709376,0.367453,,,2.55,0.95,6167.0,4.16,1
TIC 36709376,0.36747226,,0.0556,3.32,1.29,6205.0,,1
TIC 36709376,0.367473,,,3.55452348,1.26302,6060.0,4.19,1
TIC 36709376,0.3674645,,0.0631,3.9,1.18,,,1
TIC 251004107,6.57986525,,0.561,,1.68281,5874.0,4.01131,1
TIC 38136950,3.59922,,0.036,1.63,0.809,,,1
TIC 38136950,3.5990666,,0.0365,1.62,0.78,5107.0,,1
TIC 38136950,3.59905,,,1.58797235,0.826124,5459.0,4.59,1
TIC 38136950,3.59912,,,1.46,0.82,5518.0,4.558,1
TIC 36578206,5.01038,,0.0718,4.28,1.53,,,1
TIC 38355468,2.25372,,,0.9,,,,1
TIC 38355468,2.25558,,0.269,2.0,0.367,,,1
TIC 38355468,2.255436,,,1.0,0.25,3297.0,4.9,1
TIC 38355468,0.62309386,,0.126,2.52,0.65,4231.0,,1
TIC 38355468,3.11594,,0.162,1.59,0.367,,,1
TIC 50129964,11.63547,,0.0767,2.6,0.892,,,1
TIC 38298843,1.982116,,0.3731,35.0,2.05,,,1
TIC 250973122,36.9321,,0.0856,2.98,0.955,,,1
TIC 50183750,1.35823,,,1.44,0.95,5675.0,4.45,0
TIC 251003731,8.4532,,0.0595,2.66,1.0419,,,1
TIC 205829973,0.4348359,,0.0849,1.59,0.5,3714.0,,1
TIC 205829973,0.434827,,,1.62,0.5,3724.0,4.942,1
TIC 205829973,0.434832,,0.0762,0.96,0.333,,,1
TIC 38355889,4.31444335,,3.877,,2.25969,4952.0,,1
TIC 40001194,1.5339666,,0.0685,1.47,0.52,3757.0,,1
TIC 40001194,1.53402,,,1.13,0.520027,3698.0,4.71992,1
TIC 250956584,0.3176828,,1.593,11.9,0.944,,,1
TIC 250956593,1.58252,,,0.96,,,,1
TIC 250956593,1.58316,,0.03,1.22,0.669,,,1
TIC 250956593,17.501662,,0.111,2.63,0.73,4749.0,,1
TIC 250956593,17.5125,,0.0948,2.15,0.669,,,1
TIC 250956593,17.515472,,,2.094,0.758,4752.0,4.596,1
TIC 250956642,10.49927,,0.0575,1.43,0.599,,,1
TIC 40001322,5.23189,,0.286,3.62,0.627,,,1
TIC 50181299,1.13666,,0.0308,3.18,1.724,,,1
TIC 250971988,12.4404,,0.169,2.72,0.586,,,1
TIC 250971988,1.49462,,0.0779,1.8,0.586,,,1
TIC 250956798,2.018725,,0.0435,91.0,14.96,,,1
TIC 2024257567,23.8039,,,12.0,0.48,4840.0,4.809,1
TIC 38154097,3.47722,,0.0684,1.53,0.556,,,1
TIC 40001824,0.442185,,0.0291,2.02,0.754,,,1
TIC 40001824,0.442094,,,1.16,0.77,5007.0,4.587,1
TIC 40001824,0.44214967,,0.0257,1.32,0.76,4977.0,,1
TIC 176106162,18.415126,,,69.44309317,3.465887,6211.0,3.56,1
TIC 176106162,18.406118,,0.0673,5.2,1.84,6684.0,,1
TIC 125248731,10.4404,,,0.6739,0.746,4893.0,4.596,1
TIC 250321939,27.837146,,,5.149,0.64,4241.0,4.696,1
TIC 250314667,12.19649,,0.0387,2.23,1.062,,,1
TIC 439837578,8.15306759,,2.292,,1.71199,5445.0,3.94879,1
TIC 439856939,2.2021868,,29.2,56.5,0.96,5695.0,,1
TIC 439850033,20.398071,,,2.57901435,0.777455,5199.0,4.52,1
TIC 439850033,20.3997,,0.1066,2.65,0.778,,,1
TIC 439850033,20.398147,,0.101,2.93,0.85,5399.0,,1
TIC 439861938,17.812866,,5.01,22.5,0.92,5613.0,,1
TIC 439861938,17.80345864,,4.843,,1.16413,5561.99,4.29773,1
TIC 439861938,17.81188,,,21.6,0.93,5554.0,4.494,1
TIC 387141176,2.931226,,,90.0,1.12,6097.0,4.37,1
TIC 438065409,6.3878,,,65.0,1.25,6668.0,4.331,0
TIC 55265311,1.81449,,,27.0,0.92,5614.0,4.49,1
TIC 331872038,22.4844,,,79.0,1.15,6173.0,4.35,1
TIC 238586172,3.47323985883,,1.03382193,16.65896453,1.56373,7406.97,4.27763,1
TIC 238586172,3.47451,,,10.6,1.83,7143.0,4.117,1
TIC 426586437,0.369181,,,16.5,2.22,6020.0,3.762,1
TIC 83017021,6.71694,,,39.0,0.82,5267.0,4.549,1
TIC 242990922,3.951971,,,8.44551389,0.692034,4672.0,4.63,1
TIC 348667600,11.3256,,0.0427,2.18,1.043,,,1
TIC 435332935,2.9237,,0.179,2.57,0.573,,,1
TIC 348667759,14.08549,,,21.1,1.32,5970.0,4.161,1
TIC 243011824,15.0818,,0.1161,1.83,0.514,,,1
TIC 243011824,3.16363,,0.053,1.25,0.514,,,1
TIC 242968550,1.31559,,,102.0,2.3,6721.0,3.87,0
TIC 242968550,1.3155918,,3.733,38.3,1.69,,,0
TIC 435880578,0.969967,,,59.0,1.54,5272.0,4.036,0
TIC 435880578,0.96997227,,0.549,,,5401.0,,0
TIC 435880578,0.970016,,,6.29,0.87,5838.0,4.12,0
TIC 435904279,23.9683,,,1.6119,1.129,5296.0,4.455,1
TIC 242994397,19.860476,,,2.08349198,0.696718,4760.0,4.69,1
TIC 242994397,19.8606,,0.0903,2.21,0.648,,,1
TIC 434260570,4.72048898787,,4.71105706,14.61863458,0.489916,3553.0,4.74625,1
TIC 434260570,4.72046,,3.96,8.7,0.385,,,1
TIC 435880130,1.1430018,,4.202,,3.28495,5551.0,,1
TIC 242993941,3.74234,,0.0944,1.61,0.502,,,1
TIC 242988068,24.2747,,0.1239,1.56,0.424,,,1
TIC 389006033,1.1489833,,,76.0,2.0,5137.0,3.63,0
TIC 389006033,1.14907861,,2.624,,1.00567,5324.24,,0
TIC 435913263,7.46967,,0.38,2.4,0.279,,,1
TIC 243030574,2.16594452,,0.062,,1.30635,6194.54,4.28076,1
TIC 243030574,2.165976,,0.05025,2.61,1.1,,,1
TIC 243030574,2.16595219375,,0.04312815,2.91081826,1.30635,6194.54,4.28076,1
TIC 242982776,14.27669647,,0.11,,0.701437,5160.0,4.6871,1
TIC 242982776,14.2683,,,,0.6,4955.0,,1
TIC 242982776,14.26763,,0.1051,2.04,0.603,,,1
TIC 243008817,4.86406,,,1.09,0.298809,3407.0,4.92702,1
TIC 243008817,4.86496,,0.1561,1.09,0.261,,,1
TIC 435298056,15.97700259,,2.99,,1.04527,5692.43,,1
TIC 434165964,3.7342439,,1.2859,30.71,2.642,,,1
TIC 434165964,3.73478175,,1.239,,2.27759,6477.43,3.84369,1
TIC 673674372,0.567055,,,16.22,1.42,7020.0,4.0,1
TIC 673674372,0.5670195,,1.246,,,,,1
TIC 434133200,14.145239,,,14.86409395,2.15381,5016.0,3.81,1
TIC 434133200,14.14459,,,16.6,2.69,5011.0,3.663,1
TIC 243017567,2.386772,,1.296,4.0,0.286,,,1
TIC 243017567,2.38669,,,3.5,0.29,3676.0,4.99,1
TIC 435305058,43.36143,,0.828,29.8,1.472,,,1
TIC 59004498,27.353103,,,3.05048319,1.448467,6148.0,4.15,1
TIC 434129836,2.35771,,,3.0,0.267,3655.0,5.007,1
TIC 434129836,2.357651,,0.469,1.95,0.267,,,1
TIC 435334561,27.9329,,0.174,2.51,0.573,,,1
TIC 435279642,3.72007,,0.0225,1.55,0.986,,,1
TIC 242942524,1.39657671,,0.189,,0.96977,5805.0,4.48176,1
TIC 242942524,1.396291,,,1.89,1.02,5728.0,4.43,1
TIC 25958209,31.3537,,0.197,3.85,0.816,,,1
TIC 25958209,14.8484,,0.1018,2.68,0.816,,,1
TIC 25958209,10.0696,,0.0395,1.69,0.816,,,1
TIC 26055820,3.6494,,0.1,,0.326267,3338.0,4.89775,1
TIC 26055820,3.65017,,0.192,1.15,0.249,,,1
TIC 26055820,5.7663,,0.09,,0.326267,3338.0,4.89775,1
TIC 26055820,5.76808,,0.209,1.19,0.249,,,1
TIC 26055820,7.98471,,0.202,1.19,0.249,,,1
TIC 26055820,7.98221,,0.16,,0.326267,3338.0,4.89775,1
TIC 14160396,5.1718,,,0.8891,0.954,5941.0,4.328,1
TIC 440724659,5.7408,,,1.0668,0.76,5342.0,4.704,1
TIC 113953280,29.0529,,0.2,,0.325107,3373.0,4.89895,1
TIC 17335456,25.2208,,,65.0,1.41,6257.0,4.19,0
TIC 17335456,25.219709,,3.5138,87.0,2.29,,,0
TIC 17335456,25.2077883,,3.33,,1.83554,6168.93,3.98242,0
TIC 17150865,0.87052967,,0.182,,1.47366,6121.0,4.16573,0
TIC 17150865,0.8706763,,0.1861,6.52133,1.47,6121.0,4.16573,0
TIC 17150865,0.870775,,,3.97,0.88,5875.0,4.04,0
TIC 17150865,0.870673,,,21.0,1.74,5647.0,3.969,0
TIC 15932677,1.43689647,,0.124,,10.8463,4876.7,,1
TIC 15932677,1.436756,,0.1125,110.0,10.91,,,1
TIC 113921235,59.848566,,,10.81438298,0.983415,5738.0,4.4,1
TIC 113921235,59.847399221,,1.13927508,11.75567728,1.09215,5765.3,4.38,1
TIC 113921235,59.84871,,1.1942,12.0,1.067,,,1
TIC 14228017,11.376,,0.0946,2.03,0.636,,,1
TIC 14228017,11.37698,,,,0.64,4397.0,,1
TIC 114062321,29.12555,,,205.0,3.9,4936.0,3.28,0
TIC 26054964,0.8925,,0.0162,2.7,2.0,,,1
TIC 440687872,14.7582,,,,0.7,4434.0,,1
TIC 440687872,14.7619,,0.0714,2.11,0.735,,,1
TIC 15821111,0.5111,,0.71,,0.214796,3092.0,5.03845,0
TIC 440699530,0.7041655,,0.117,,9.3189,4564.0,,1
TIC 14080244,1.93426,,0.0278,1.64,0.928,,,1
TIC 14080244,3.43827,,0.0414,1.98,0.928,,,1
TIC 61141802,18.03895153,,0.121,,0.88619,5089.61,4.47396,1
TIC 14230289,2.41040731,,0.563,,1.92538,6276.0,3.95894,1
TIC 14230289,2.410271,,,17.3,1.51,6390.0,4.17,1
TIC 440687177,1.6865884,,4.591,,2.93748,6199.0,3.57767,1
TIC 61145203,8.4044,,0.144,1.24,0.307,,,1
TIC 440727989,1.1829266,,1.5889,29.0,1.51,,,1
TIC 61116662,20.5949,,,1.5097,1.059,5969.0,4.386,1
TIC 61116662,20.600656,,,2.166,1.059,5969.0,4.386,1
TIC 14333263,0.950356,,,6.94,0.94,6125.0,3.0,0
TIC 440695298,56.6205,,0.7187,7.68,0.904,,,1
TIC 15935339,1.702301,,,19.1,1.28,6116.0,4.24,1
TIC 14226699,0.3499146,,0.11036,39.4,2.43,,,1
TIC 14226699,0.349935,,,2.18,0.76,4925.0,3.42,1
TIC 26078330,4.27681,,0.0536,2.27,0.938,,,1
TIC 26078330,13.16121,,0.0731,2.62,0.938,,,1
TIC 26078330,21.0858,,0.0872,2.95,0.938,,,1
TIC 26078330,30.2894,,0.0549,2.33,0.938,,,1
TIC 26078330,1.82876,,0.0235,1.46,0.938,,,1
TIC 26078343,7.1149,,,0.9835,0.953,5534.0,4.411,1
TIC 61113635,3.347872,,1.3334,28.1,2.2,,,1
TIC 14334541,1.31982263,,0.213,,2.91272,6196.8,3.58502,1
TIC 14110700,3.32257,,0.0476,2.53,1.108,,,1
TIC 56621708,,,1.265,44.0,1.6,,,1
TIC 125754991,2.4616,,7.53,,2.32365,9962.0,4.11227,0
TIC 149923858,,,0.796,8.7,0.96,,,1
TIC 149923858,28.29213,,0.127,3.55,0.96,,,1
TIC 35159657,7.0502,,3.67,,0.705709,4947.69,4.65197,0
TIC 149907584,14.643071,,,66.04981083,13.183733,4883.0,2.27,1
TIC 302545802,18.8652,,0.0561,1.57,0.642,,,1
TIC 23076555,7.434876,,0.6143,32.0,1.74,,,1
TIC 427740976,2.349455,,,15.8,1.81,7056.0,4.06,1
TIC 427740976,2.34951024,,0.817,,1.50652,7418.48,4.31257,1
TIC 427740976,2.349515,,,53.42672849,5.410002,6254.0,3.19,1
TIC 427740976,2.3494903,,0.9053,14.6551,1.51,7418.5,4.31,1
TIC 427740976,2.349545,,0.757,15.3,1.695,,,1
TIC 84336349,0.2990737,,2.051,7.6,0.231,,,1
TIC 348723705,16.43831081,,1.529,,1.92033,5997.0,3.91664,1
TIC 125757123,5.88165,,0.0323,2.58,1.37,,,1
TIC 459056070,11.55059,,,1.98,0.469901,3677.0,4.76387,1
TIC 459056070,0.19785,,,0.72,0.469901,3677.0,4.76387,1
TIC 444013500,6.423,,0.0395,,5.86835,5053.72,,1
TIC 458686969,3.1393667,,1.1087,15.9004,1.52,5653.4,4.08,1
TIC 458686969,3.1393226,,,15.43,1.5,6283.0,4.18,1
TIC 458686969,3.139404,,,16.419,1.53,5716.0,4.047,1
TIC 366409685,1.385246,,0.1243,5.01,1.407,,,1
TIC 366409685,1.38521606684,,0.19133335,6.52719853,1.451,6294.0,4.20464,1
TIC 366499151,13.8240078,,0.114,2.38171,0.71,5129.0,4.67,1
TIC 366499151,13.8253157,,,,0.75,5163.0,4.58,1
TIC 468984101,22.194346,,,3.174,1.069,5660.0,4.283,1
TIC 366500350,1.72397,,0.0201,1.33,0.885,,,1
TIC 366657411,17.178,,0.0219,,1.33351,5814.52,4.20761,1
TIC 366484561,5.409,,0.0172,,45.4751,3949.0,,1
TIC 366443576,4.99,,0.1907,,1.63356,6242.0,4.09458,1
TIC 366443576,4.9898664,,0.185,9.128,1.63,6242.0,4.09,1
TIC 444034296,0.22181,,,1.13,0.585409,3942.0,4.66358,1
TIC 437031055,44.13,,0.0427,,10.7024,4865.94,,1
TIC 366622585,14.448767,,,44.2,1.36,,,1
TIC 366622585,14.449,,9.1939,,1.68931,6016.0,4.02797,1
TIC 366622585,14.4518248,,4.465,,1.68931,6016.0,4.02797,1
TIC 366622585,14.448987,,3.8361,86.0,1.739,,,1
TIC 444010408,0.463954,,0.0326,0.53,0.272,,,1
TIC 444010408,0.46395,,,0.85,0.42,3563.0,5.004,1
TIC 444010408,0.46395,,,0.84,0.491813,3720.0,4.74458,1
TIC 366528275,5.264,,0.0096,,1.5774,6190.82,4.11773,1
TIC 443996667,1.529084,,1.0527,48.0,1.654,,,1
TIC 396847085,2.084,,0.2385,,,,,1
TIC 396847085,4.166738,,,94.8,2.0,,,1
TIC 443970567,1.56699,,0.046,1.34,0.603,,,1
TIC 443970567,1.567,,0.0326,,0.615898,4426.2,4.69978,1
TIC 443970567,1.56706496,,0.049,,0.615898,4426.2,4.69978,1
TIC 437026476,7.757595,,0.075,1.95,0.713,,,1
TIC 458686504,4.871902,,,15.383,1.817,6466.0,4.113,1
TIC 458686504,4.8718955,,,14.64,1.82,6972.0,4.1,1
TIC 458686504,4.8740385,,0.641,14.3194,1.8,6504.4,4.05,1
TIC 323658556,8.514184,,,38.298,8.384,4885.0,2.69,1
TIC 323495801,0.967865,,14.9235,,0.97198,5255.0,4.417,0
TIC 323492710,16.168833,,0.4046,,5.653,5186.0,3.371,1
TIC 323687228,25.23658,,13.1088,,0.701898,3777.0,4.56823,0
TIC 437026363,36.0861607,,,,0.67,4726.0,4.63,1
TIC 437026363,36.109,,0.49,8.0,0.504,,,1
TIC 437039073,10.337864,,5.0598,,1.96735,6281.0,,0
TIC 458655713,9.967689,,,2.005,1.031,5882.0,4.455,1
TIC 443970332,13.919301,,12.6507,,1.2633,5330.07,4.19884,0
TIC 323599971,0.954863,,12.2533,,0.926751,5544.91,4.49537,0
TIC 468988377,3.25182,,,33.2,0.63,,,1
TIC 21245173,5.032134,,1.048,25.83,2.516,,,1
TIC 21245173,5.03207,,,36.70955114,3.685008,5070.0,3.25,1
TIC 458655766,6.45795,,0.0788,2.78,0.9389,,,1
TIC 337645868,0.554633,,2.677,,0.951566,4729.0,4.362,0
TIC 21184505,5.176243,,,19.44301811,1.118972,6185.0,4.34,1
TIC 21184505,5.176,,0.3485,,1.35641,6146.0,4.23998,1
TIC 323710512,2.153178,,16.1675,,0.997379,5523.0,4.42712,0
TIC 21221785,1.610888,,0.0696,0.82,0.299,,,1
TIC 21221785,1.611,,0.0517,,0.409602,3511.0,4.81787,1
TIC 21221785,1.610911,,,1.5,0.56,,,1
TIC 21221785,1.61092,,,0.75,0.409602,3511.0,4.81787,1
TIC 21221785,2.17807,,,0.65,0.409602,3511.0,4.81787,1
TIC 21221785,2.178008,,0.0453,0.67,0.299,,,1
TIC 21221785,2.177846,,,1.2,0.56,,,1
TIC 21221785,4.96792,,0.0572,0.75,0.299,,,1
TIC 21221785,4.96883,,,0.67,0.409602,3511.0,4.81787,1
TIC 21221785,6.26561,,0.058,0.77,0.299,,,1
TIC 21221785,3.28963,,0.0259,0.51,0.299,,,1
TIC 323600013,0.565934,,7.6907,,1.55349,5309.0,4.01449,0
TIC 21339579,15.091257,,38.7212,,1.55474,5369.0,4.02323,0
TIC 46305551,3.102398,,11.6056,,1.85351,5483.32,3.88435,0
TIC 46384262,0.93346092,,0.194,,2.62165,6035.64,3.65014,1
TIC 46305289,5.817737,,0.9442,,3.03613,6290.85,3.56404,0
TIC 800452592,5.817854,,0.9632,,,,,0
TIC 46305284,5.81861,,0.689,3.4,0.38,,,1
TIC 46295920,1.671965,,32.1572,,0.483697,3243.0,4.75171,0
TIC 321287850,4.332837,,,2.263,0.725,4768.0,4.693,1
TIC 20444600,1.1524,,,0.6746,1.057,5992.0,4.386,1
TIC 437045133,20.486455,,,2.762,0.371,3664.0,4.852,1
TIC 293462073,18.634179,,0.031,1.49,0.821,,,1
TIC 293462073,18.645046,,,1.8,0.84,,,1
TIC 293462073,18.6393,,0.0399,1.73,0.821,,,1
TIC 293462073,18.641,,0.0285,,,4774.48,,1
TIC 6992156,5.19287,,0.0211,1.29,0.826,,,1
TIC 6992156,3.39934,,0.015,1.08,0.826,,,1
TIC 333799831,6.663685,,7.7241,,1.05709,5691.67,4.39416,0
TIC 46384144,12.17682,,,2.244,0.637,4477.0,4.739,1
TIC 437064784,11.114394,,14.0535,,2.44643,5904.69,3.69039,0
TIC 337608311,0.524461,,0.88,,0.200172,3112.0,5.06358,0
TIC 21339453,9.056947,,22.8283,,1.05773,4942.0,4.2978,0
TIC 293379583,0.737735,,29.3171,,1.53058,4908.37,3.97144,0
TIC 437054922,7.07737,,0.0907,2.1,0.662,,,1
TIC 46364794,0.799768,,36.8062,,1.67093,8175.71,4.29318,0
TIC 333800199,1.641114,,23.2835,,1.10451,8231.0,4.65708,0
TIC 186817940,6.3508198,,,,2.11,7461.0,4.03,1
TIC 293413388,0.555516,,12.5677,,,,,0
TIC 293376547,0.635328,,0.1315,,1.531,6420.0,4.176,1
TIC 357245718,16.24196986,,0.241,,10.4554,4499.02,,1
TIC 46296525,1.031746,,1.3062,,1.85084,7598.94,4.1513,0
TIC 293410491,0.58337,,1.6936,,0.742872,5802.79,4.71327,0
TIC 437041827,2.047195,,0.0255,,0.958,6150.0,4.476,1
TIC 27629918,24.4472,,0.0718,1.82,0.647,,,1
TIC 21245633,10.542179,,,3.123,0.916,5441.0,4.423,1
TIC 21335877,3.247194,,27.4993,,1.17125,5581.0,4.29641,0
TIC 6997053,5.31471,,0.1511,1.45,0.355,,,1
TIC 330621757,3.84981,,0.0153,1.86,1.42,,,1
TIC 293410627,0.715676,,0.1668,,7.82356,4476.31,,0
TIC 330637005,0.546969,,49.688,,0.996147,5162.92,4.38094,0
TIC 437058038,0.682618,,1.0943,,2.77001,6120.16,3.61756,0
TIC 321287452,2.126953,,0.0707,1.7,0.573,4020.0,4.696,1
TIC 257217236,0.512702,,25.9506,,1.00839,4513.0,4.28207,0
TIC 386617915,20.2244,,0.1132,2.94,0.8325,,,1
TIC 357245956,0.539696,,10.1331,,,,,0
TIC 20536788,42.3822512,,,2.58,0.86,5568.0,4.52,1
TIC 20536788,41.9,,,2.28,0.86,5568.0,4.52,1
TIC 337607565,0.597258,,25.0566,,1.47741,5374.42,4.06755,0
TIC 21277241,0.620388,,49.7678,,1.48463,7577.62,4.34034,0
TIC 330693022,9.81881482,,0.285,,0.411081,3463.0,4.81652,1
TIC 293379254,1.518232,,35.6389,,1.209,5510.0,4.237,1
TIC 46299496,1.63013,,4.6964,,1.602,6190.0,4.136,1
TIC 330637910,2.007472,,1.6989,,0.473,3790.0,4.783,1
TIC 330637910,2.00745282887,,2.06741145,7.16393472,0.490442,3449.0,4.74578,1
TIC 6992808,37.4059,,0.145,2.32,0.581,,,1
TIC 46364379,3.544965,,0.0621,1.9,0.701,4860.0,4.602,1
TIC 337646605,17.325857,,33.482,,3.05384,6047.27,3.51759,0
TIC 408826742,34.023,,0.0308,,11.253,4534.56,,1
TIC 186852815,6.2043,,,1.8527,,,,0
TIC 7020982,10.39528014,,0.019,,0.8881,5714.27,4.54932,1
TIC 437055818,11.00357542,,0.78,,1.0551,5506.87,4.37825,1
TIC 437055818,11.007537,,,41.5,0.94,,,1
TIC 60285925,9.0102,,0.0982,3.6,0.738,,,1
TIC 60285925,9.01258853,,0.081,,0.81741,4764.64,4.49798,1
TIC 330691943,35.383,,0.0945,,0.667213,4663.0,4.65877,1
TIC 330691943,35.3972,,0.147,2.6,0.531,,,1
TIC 257217462,1.359386,,9.2013,,1.28259,5723.55,4.23049,0
TIC 437055868,26.0,,,10.48,1.57,6414.0,4.16,1
TIC 46383447,0.630717,,16.3414,,1.57514,6591.15,4.18015,0
TIC 46383446,0.630718,,16.4032,,,,,0
TIC 35245519,12.427163,,1.6631,,2.39747,6435.2,3.7925,0
TIC 257217518,37.246869,,,23.8036385,1.475643,5445.0,4.05,1
TIC 257217518,37.24703,,0.7202,35.0,1.696,,,1
TIC 46385217,1.348851,,21.782,,1.38773,6311.4,4.24688,0
TIC 321285296,1.490219,,73.3825,,1.72824,7175.46,4.16698,0
TIC 437042281,1.882213,,0.5678,,1.568,6590.0,4.178,1
TIC 437064171,0.958786,,1.7691,,1.0377,5512.55,4.3918,0
TIC 437064171,0.9587591,,1.626,39.0,1.171,,,0
TIC 46362146,1.8554,,0.0775,,10.091,4990.0,2.964,1
TIC 337631062,11.100314,,12.3582,,3.70395,4928.18,,0
TIC 46362153,1.855827,,0.0844,,0.664,4720.0,4.627,1
TIC 21222860,15.7512,,0.05,1.38,0.582,,,1
TIC 46362156,1.855421,,66.0084,,2.734,11500.0,4.055,1
TIC 358116195,0.921358,,12.7918,,1.30486,5255.22,4.16118,0
TIC 293412804,11.078847,,12.1654,,1.9631,5162.0,,0
TIC 437049273,0.530431,,40.9431,,1.49032,5666.31,4.09583,0
TIC 357265977,0.747734,,28.7143,,1.65596,8498.37,4.32425,0
TIC 46383318,0.69719,,3.4039,,1.45971,5535.52,4.0963,0
TIC 46256423,5.513327,,0.2119,3.9,0.77,5020.0,4.562,1
TIC 21338583,0.884004,,39.1961,,0.742353,5119.55,4.63135,0
TIC 330690093,0.53027,,0.0568,1.4,0.558,3880.0,4.706,1
TIC 437045991,0.543877,,0.0659,,1.36241,6177.78,4.24133,0
TIC 330623017,6.741846,,5.5296,,2.13528,4861.09,,0
TIC 27682121,20.9913,,0.129,1.44,0.386,,,1
TIC 337648770,23.89959501695,,1.59987683,12.83075359,0.76962,4736.5,4.55,1
TIC 337648770,23.897707,,1.1511,,0.728,5020.0,4.581,1
TIC 46363964,2.044175,,7.196,,2.49927,5480.16,3.62471,0
TIC 20483642,23.5306712,,,9.25,1.9,6688.0,4.05,1
TIC 60256710,10.6741,,0.0354,1.86,0.9538,,,1
TIC 60256710,10.673,,0.0274,,0.928134,5919.66,4.53627,1
TIC 46309013,3.78795,,0.4851,,4.182,5126.0,3.476,1
TIC 21286697,0.516235,,11.1574,,2.08947,7701.0,4.05568,0
TIC 437046093,0.635238,,12.6462,,0.919305,4743.31,4.39196,0
TIC 21288341,0.544418,,43.4869,,1.06871,5076.71,4.30977,0
